id,name,genres,type,episodes,status,aired_from,aired_to,duration_per_ep,score,scored_by,rank,rating,studios,producers,image,trailer,synopsis
40787,"Josee, the Tiger and the Fish","Drama, Romance",Movie,1.0,Finished Airing,2020-12-25T00:00:00+00:00,,1 hr 38 min,8.38,251378.0,212.0,PG-13 - Teens 13 or older,Bones,"Shochiku, Kadokawa, Sonilude, Movie Walker",https://cdn.myanimelist.net/images/anime/1714/108892l.jpg,https://www.youtube.com/watch?v=sw07I2OH4Ho,"Equipped with his passion for diving and admiration for marine biology, university student Tsuneo Suzukawa tries his best to juggle several part-time jobs to earn enough money to study abroad. But one night, in a fateful accident, he meets a girl in a wheelchair, driving his current path into a detour.

The girl, Kumiko—who prefers to be called ""Josee""—initially comes off as rude. Tsuneo, however, is then convinced by Josee's grandmother to take on the paid job to be Josee's caretaker. Despite being annoyed with her bossy demeanor, Tsuneo sees the opportunity to save more funds to support his academic dream. Nonetheless, after putting up with Josee's behavior for some time, Tsuneo tries to quit, only to discover Josee's dreams of traversing the outside world—to experience a life free from her crippling condition.

Changing his mind, Tsuneo decides to accompany Josee in exploring the wonders that the world has to offer. Through their time together, the two begin to realize that the traits that bind them may be vital toward fulfilling their respective aspirations."
9756,Puella Magi Madoka Magica,"Award Winning, Drama, Suspense",TV,12.0,Finished Airing,2011-01-07T00:00:00+00:00,2011-04-22T00:00:00+00:00,24 min per ep,8.38,789198.0,216.0,PG-13 - Teens 13 or older,Shaft,"Aniplex, Mainichi Broadcasting System, Movic, Nitroplus, Houbunsha",https://cdn.myanimelist.net/images/anime/11/55225l.jpg,https://www.youtube.com/watch?v=laTRlKXrCXk,"Madoka Kaname and Sayaka Miki are regular middle school girls with regular lives, but all that changes when they encounter Kyuubey, a cat-like magical familiar, and Homura Akemi, the new transfer student.

Kyuubey offers them a proposition: he will grant any one of their wishes and in exchange, they will each become a magical girl, gaining enough power to fulfill their dreams. However, Homura Akemi, a magical girl herself, urges them not to accept the offer, stating that everything is not what it seems.

A story of hope, despair, and friendship, Mahou Shoujo Madoka★Magica deals with the difficulties of being a magical girl and the price one has to pay to make a dream come true."
49721,Teasing Master Takagi-san 3,"Comedy, Romance",TV,12.0,Finished Airing,2022-01-08T00:00:00+00:00,2022-03-26T00:00:00+00:00,24 min per ep,8.38,91541.0,213.0,PG-13 - Teens 13 or older,Shin-Ei Animation,"Shogakukan-Shueisha Productions, Magic Capsule, Asmik Ace, TOHO animation, Shogakukan, Toho Music",https://cdn.myanimelist.net/images/anime/1861/120361l.jpg,https://www.youtube.com/watch?v=N238ads-bdw,"As summer break comes to an end, Nishikata is stoked to try out his newest pranks and finally outdo his classmate Takagi once and for all. Despite his losing streak, he is slowly getting to know the unrelenting workings of her crafty mind. However, he soon realizes that Takagi's motivations behind her teasing may not be what he initially assumed. One thing is certain, though: each fun-filled day of strategizing and competing brings the two closer than ever."
32366,Gintama: Love Incense Arc,Comedy,OVA,2.0,Finished Airing,2016-08-04T00:00:00+00:00,2016-11-04T00:00:00+00:00,25 min per ep,8.38,47694.0,210.0,PG-13 - Teens 13 or older,Bandai Namco Pictures,"TV Tokyo, Dentsu",https://cdn.myanimelist.net/images/anime/1962/133573l.jpg,,"The red-light district, Yoshiwara, is suddenly taken over by ""Aizen Kou,"" an incense that has the ability to make anyone fall in love with the first person they see. Having been outlawed for its strong potency, the love drug was thought to have disappeared from the red-light district for good; however, it seems to have found its way back inside Yoshiwara's walls and now has the entire district under its influence.

Of those affected is the cold-hearted Hyakka captain, Tsukuyo, and the first person she sees after inhaling the smoke is none other than the brazen Yorozuya leader, Gintoki Sakata. Unbeknownst to everyone else though, she was already attracted to Gintoki. With those hidden feelings now intensified, Tsukuyo must overcome her afflictions and work with the Yorozuya to return everyone back to normal. "
5,Cowboy Bebop: The Movie,"Action, Sci-Fi",Movie,1.0,Finished Airing,2001-09-01T00:00:00+00:00,,1 hr 55 min,8.38,225452.0,209.0,R - 17+ (violence & profanity),Bones,"Sunrise, Bandai Visual",https://cdn.myanimelist.net/images/anime/1439/93480l.jpg,,"Another day, another bounty—such is the life of the often unlucky crew of the Bebop. However, this routine is interrupted when Faye, who is chasing a fairly worthless target on Mars, witnesses an oil tanker suddenly explode, causing mass hysteria. As casualties mount due to a strange disease spreading through the smoke from the blast, a whopping three hundred million woolong price is placed on the head of the supposed perpetrator.

With lives at stake and a solution to their money problems in sight, the Bebop crew springs into action. Spike, Jet, Faye, and Edward, followed closely by Ein, split up to pursue different leads across Alba City. Through their individual investigations, they discover a cover-up scheme involving a pharmaceutical company, revealing a plot that reaches much further than the ragtag team of bounty hunters could have realized."
38475,Laid-Back Camp: The Movie,Slice of Life,Movie,1.0,Finished Airing,2022-07-01T00:00:00+00:00,,2 hr,8.38,32497.0,221.0,PG-13 - Teens 13 or older,C-Station,"Sotsu, Half H.P Studio, AT-X, KlockWorx, Houbunsha, MAGES., 81 Produce, BS11, DeNA, FuRyu, Sony Music Solutions",https://cdn.myanimelist.net/images/anime/1806/124396l.jpg,https://www.youtube.com/watch?v=DROz9ATilaw,"As time marches forward, Rin Shima, Nadeshiko Kagamihara, and their friends have grown into full-fledged adults. Now with careers and responsibilities, they can no longer freely spend their days camping and adventuring. However, Chiaki Oogaki, who currently works for the Yamanashi Tourism Organization, reunites the group as she comes up with an exciting proposal—to build a campground together to revitalize an abandoned patch of land from their homeplace, the Yamanashi Prefecture.

Motivated by this ambitious project, the girls combine their efforts to create an environment where future generations can enjoy unique moments as they once did, all while reminiscing the charms of camping from their high school days."
53672,Violet Evergarden: Recollections,Drama,Special,1.0,Finished Airing,2021-10-29T00:00:00+00:00,,1 hr 35 min,8.37,13153.0,222.0,PG-13 - Teens 13 or older,Kyoto Animation,,https://cdn.myanimelist.net/images/anime/1902/143097l.jpg,,R
5205,The Garden of Sinners Chapter 7: A Study in Murder - Part 2,"Action, Fantasy, Mystery, Romance, Suspense",Movie,1.0,Finished Airing,2009-08-08T00:00:00+00:00,,2 hr 1 min,8.37,116232.0,229.0,R - 17+ (violence & profanity),ufotable,Notes,https://cdn.myanimelist.net/images/anime/9/56619l.jpg,https://www.youtube.com/watch?v=cgbjyA458m0,"In February 1999, a string of murders has Shiki Ryougi and Mikiya Kokutou on edge. These crimes share a disturbing resemblance to a similar set of homicides from 1995, when Shiki and Mikiya first met, and awaken a dark, murderous desire that has laid dormant within Shiki's soul ever since then.

With Shiki under suspicion due to her involvement in the past killings and supposed resemblance to the killer, she and Mikiya set out to find the true perpetrator. In the midst of their separate investigations, Mikiya grows increasingly concerned with Shiki's well-being and hurries to find the one responsible in order to protect Shiki from her own impulses. With the lead he receives from his cousin, police investigator Daisuke Akimi, Mikiya is led into the underbelly of Mifune City, as the salvation of Shiki's soul lies in his determination to prove her innocence once and for all."
5941,Cross Game,"Drama, Romance, Sports",TV,50.0,Finished Airing,2009-04-05T00:00:00+00:00,2010-03-28T00:00:00+00:00,23 min per ep,8.37,52786.0,226.0,PG-13 - Teens 13 or older,SynergySP,"TV Tokyo, Shogakukan-Shueisha Productions, Half H.P Studio",https://cdn.myanimelist.net/images/anime/6/22103l.jpg,,"Kou Kitamura and Aoba Tsukishima are often at odds—even though their families happen to be close friends and business partners. Although the only child of a sports shop owner, Kou has never been interested in playing baseball. Despite this, he possesses an impressive batting ability honed by frequent visits to the local baseball batting center run by the Tsukishima family. On the other hand, Aoba loves to play baseball and is a star player with exceptional pitching form.

However, these two seemingly complete opposites share something very important to them—Wakaba Tsukishima, Aoba's older sister and Kou's destined sweetheart. Admired by the quarrelsome duo, Wakaba often finds herself the catalyst to their never-ending rivalry. But whether or not they realize that they have more in common than either would care to admit, only time will tell. The game of baseball may just be what the pair needs to ultimately overcome their own personal struggles."
31646,March Comes In Like a Lion,Drama,TV,22.0,Finished Airing,2016-10-08T00:00:00+00:00,2017-03-18T00:00:00+00:00,25 min per ep,8.37,292946.0,223.0,PG-13 - Teens 13 or older,Shaft,"Aniplex, Dentsu, NHK, Hakusensha, Asmik Ace, Toy's Factory",https://cdn.myanimelist.net/images/anime/3/82899l.jpg,https://www.youtube.com/watch?v=ZL5nnx4vd7k,"Having reached professional status in middle school, Rei Kiriyama is one of the few elite in the world of shogi. Due to this, he faces an enormous amount of pressure, both from the shogi community and his adoptive family. Seeking independence from his tense home life, he moves into an apartment in Tokyo. As a 17-year-old living on his own, Rei tends to take poor care of himself, and his reclusive personality ostracizes him from his peers in school and at the shogi hall.

However, not long after his arrival in Tokyo, Rei meets Akari, Hinata, and Momo Kawamoto, a trio of sisters living with their grandfather who owns a traditional wagashi shop. Akari, the oldest of the three girls, is determined to combat Rei's loneliness and poorly sustained lifestyle with motherly hospitality. The Kawamoto sisters, coping with past tragedies, also share with Rei a unique familial bond that he has lacked for most of his life. As he struggles to maintain himself physically and mentally through his shogi career, Rei must learn how to interact with others and understand his own complex emotions."
11979,Puella Magi Madoka Magica the Movie Part 2: Eternal,"Drama, Suspense",Movie,1.0,Finished Airing,2012-10-13T00:00:00+00:00,,1 hr 49 min,8.37,105298.0,230.0,PG-13 - Teens 13 or older,Shaft,"Aniplex, Mainichi Broadcasting System, Movic, Nitroplus, Houbunsha",https://cdn.myanimelist.net/images/anime/6/42265l.jpg,https://www.youtube.com/watch?v=wfsX27B5Gxk,"Though Sayaka Miki's wish was fulfilled, the unforeseen consequences that came with it overwhelm her, causing her soul gem to become tainted as she succumbs to despair and eventually loses her humanity. Homura Akemi reveals to Kyouko Sakura and Madoka Kaname the ultimate fate of magical girls: once their soul gem becomes tainted, it transforms into a Grief Seed, and they are reborn as witches—a truth Homura learned only through repeating history countless times in a bid to prevent Madoka's tragedy.

Kyuubey only compounds their despair when he confesses his true intentions: to harness the energy created from magical girls and use it to prolong the life of the universe. As the threat of Walpurgisnacht, a powerful witch, looms overhead, Homura once again vows to protect Madoka and the world from a grim fate.  

Caught between honoring Homura's wish and saving the world, which one will Madoka choose in the end?
Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari is a story of inescapable destiny, and an unlikely hero who could change it all."
49310,Fruits Basket: Prelude,"Drama, Romance",Movie,1.0,Finished Airing,2022-02-18T00:00:00+00:00,,1 hr 28 min,8.37,46099.0,227.0,PG-13 - Teens 13 or older,TMS Entertainment,"TV Tokyo, TV Osaka, Funimation, Nihon Ad Systems, Hakusensha, Avex Pictures, 8PAN",https://cdn.myanimelist.net/images/anime/1034/120096l.jpg,https://www.youtube.com/watch?v=G3W_3EEzzSg,"Despite Kyouko Honda's tragic death, her vivid memory lives on, providing guidance through times of hardship to her close ones. However, Kyouko was not always the wise and radiant person that she is fondly remembered as in the present day.

Feeling deserted by her own family and rejected by society, a young Kyouko abandons stability for a life of delinquency, jeopardizing her education and future. Fortunately, her descent into despair is interrupted by a fateful encounter with her husband-to-be Katsuya, who has recently started his teaching internship at her school. 

With a composure surprisingly unaffected by Kyouko's tantrums, Katsuya quickly wins her over through his gentleness and attention toward her—sincere gestures that she has never received before. As the two grow closer together, Kyouko opens her tormented heart to him and, along with it, a door to new horizons."
38883,Haikyu!! To the Top,Sports,TV,13.0,Finished Airing,2020-01-11T00:00:00+00:00,2020-04-04T00:00:00+00:00,24 min per ep,8.37,619883.0,228.0,PG-13 - Teens 13 or older,Production I.G,"Dentsu, Mainichi Broadcasting System, Movic, Sony Music Entertainment, TOHO animation, Shueisha",https://cdn.myanimelist.net/images/anime/1813/105367l.jpg,https://www.youtube.com/watch?v=gJv9fFJmnCA,"After their triumphant victory over Shiratorizawa Academy, the Karasuno High School volleyball team has earned their long-awaited ticket to nationals. As preparations begin, genius setter Tobio Kageyama is invited to the All-Japan Youth Training Camp to play alongside fellow nationally recognized players. Meanwhile, Kei Tsukishima is invited to a special rookie training camp for first-years within the Miyagi Prefecture. Not receiving any invitations himself, the enthusiastic Shouyou Hinata feels left behind.

However, Hinata does not back down. Transforming his frustration into self-motivation, he boldly decides to sneak himself into the same rookie training camp as Tsukishima. Even though Hinata only lands himself a job as the ball boy, he comes to see this as a golden opportunity. He begins to not only reflect on his skills as a volleyball player but also analyze the plethora of information available on the court and how he can apply it.

As the much-anticipated national tournament approaches, the members of Karasuno's volleyball team attempt to overcome their weak points and refine their skills, all while aiming for the top!"
14397,Chihayafuru 2,"Drama, Sports",TV,25.0,Finished Airing,2013-01-12T00:00:00+00:00,2013-06-29T00:00:00+00:00,22 min per ep,8.37,135184.0,225.0,PG-13 - Teens 13 or older,Madhouse,"VAP, Nippon Television Network",https://cdn.myanimelist.net/images/anime/6/47435l.jpg,https://www.youtube.com/watch?v=GKuHlE7-H00,"Chihaya Ayase is obsessed with developing her school's competitive karuta club, nursing daunting ambitions like winning the national team championship at the Omi Jingu and becoming the Queen, the best female karuta player in Japan—and in extension, the world. As their second year of high school rolls around, Chihaya and her fellow teammates must recruit new members, train their minds and bodies alike, and battle the formidable opponents that stand in their way to the championship title. Meanwhile, Chihaya's childhood friend, Arata Wataya, the prodigy who introduced her to karuta, rediscovers his lost love for the old card game."
22789,Barakamon,Slice of Life,TV,12.0,Finished Airing,2014-07-06T00:00:00+00:00,2014-09-28T00:00:00+00:00,22 min per ep,8.37,353405.0,224.0,PG-13 - Teens 13 or older,Kinema Citrus,"VAP, Nippon Television Network",https://cdn.myanimelist.net/images/anime/1426/111248l.jpg,https://www.youtube.com/watch?v=u1pCw1Cr3_U,"Seishuu Handa is an up-and-coming calligrapher: young, handsome, talented, and unfortunately, a narcissist to boot. When a veteran labels his award-winning piece as ""unoriginal,"" Seishuu quickly loses his cool with severe repercussions.

As punishment, and also in order to aid him in self-reflection, Seishuu's father exiles him to the Goto Islands, far from the comfortable Tokyo lifestyle the temperamental artist is used to. Now thrown into a rural setting, Seishuu must attempt to find new inspiration and develop his own unique art style—that is, if boisterous children (headed by the frisky Naru Kotoishi), fujoshi middle schoolers, and energetic old men stop barging into his house! The newest addition to the intimate and quirky Goto community only wants to get some work done, but the islands are far from the peaceful countryside he signed up for. Thanks to his wacky neighbors who are entirely incapable of minding their own business, the arrogant calligrapher learns so much more than he ever hoped to."
39167,Girls und Panzer das Finale – Part 4,,Movie,1.0,Finished Airing,2023-10-06T00:00:00+00:00,,54 min,8.36,7099.0,235.0,PG-13 - Teens 13 or older,Actas,"Bandai Visual, Lantis, Movic, Q-Tec, Hakuhodo DY Music & Pictures",https://cdn.myanimelist.net/images/anime/1652/138188l.jpg,https://www.youtube.com/watch?v=qlXBwJfybdU,"The Winter Continuous Track Cup semifinals are underway and Ooarai Girls’ Academy find themselves in deep trouble early in their match against Continuation High School. The Anglerfish Team are knocked out by Continuation's sharpshooter, forcing the rest of the team to use a different game plan. Stepping up in the absence of her star teammates, Azusa Sawa shows her leadership potential by temporarily taking over as Ooarai's commander. However, the match proves that it will take more than a new strategy for Ooarai to survive this time around.

On the other side of the tournament, Kuromorimine Girls' Academy and St. Gloriana Girls' College are locked in a fiery desert battle. Having developed her own unorthodox tactical style, Erika Itsumi rallies Kuromorimine from the brink of defeat into a fierce showdown against their opponent's veteran commander, Darjeeling. But St. Gloriana have bolstered their ranks with a familiar face who recently transferred to their school, hampering Kuromorimine's quest for victory.

The championship round is within striking distance for these four schools, but only two will have what it takes to move on!"
9260,Kizumonogatari Part 1: Iron-Blooded,"Action, Mystery, Supernatural",Movie,1.0,Finished Airing,2016-01-08T00:00:00+00:00,,1 hr 4 min,8.36,301309.0,231.0,R - 17+ (violence & profanity),Shaft,"Aniplex, Kodansha",https://cdn.myanimelist.net/images/anime/1783/112810l.jpg,https://www.youtube.com/watch?v=4lt0rT_nmvg,"During Koyomi Araragi's second year at Naoetsu Private High School, he has a chance encounter with Tsubasa Hanekawa, the top honor student in his class. When they strike up a conversation, Hanekawa mentions a shocking rumor: a vampire with beautiful blonde hair and freezing cold eyes has been seen lurking around town.

Happy to have made a new friend, Araragi writes off the rumor and goes about the rest of his evening in a carefree manner. However, on his way home, he stumbles across splatters of blood leading down the stairs to the subway. His curiosity pushes him to investigate further, so he follows the gruesome pools into the depths of the station. 

When he arrives at the source of the blood, he is terrified by what he sees—the rumored blonde vampire herself, completely dismembered. After she calls for his help, Araragi must make a decision, one which carries the potential to change his life forever."
6945,Gintama: Jump Festa 2008 Special,"Action, Comedy, Sci-Fi",Special,1.0,Finished Airing,2008-09-21T00:00:00+00:00,,10 min,8.36,36003.0,234.0,PG-13 - Teens 13 or older,Sunrise,,https://cdn.myanimelist.net/images/anime/6/16161l.jpg,,"According to Aniplex, a 10min short anime of Gintama ""Shiroyasha Koutan"" will be released on September 30th. It was shown at Jump Super Anime Tour 2008 and had never been released as a DVD.

It's a trailer of an imaginary Gintama movie. Gintama OVA shown at Jump Anime Tour '05 is"
39808,Non Non Biyori Nonstop,Slice of Life,TV,12.0,Finished Airing,2021-01-11T00:00:00+00:00,2021-03-29T00:00:00+00:00,24 min per ep,8.36,51573.0,232.0,PG-13 - Teens 13 or older,SILVER LINK.,"TV Tokyo, Lantis, AT-X, Kadokawa, Bandai Namco Arts, Bit grooove promotion, Sony Music Solutions",https://cdn.myanimelist.net/images/anime/1033/111540l.jpg,https://www.youtube.com/watch?v=57Fk9kOTvXE,"The carefree journeys of the four girls continue! As their fleeting yet eventful summer becomes a distant memory, the arrival of fall signals a new school year with limitless opportunities. Even as the four girls return to their peaceful routine, the appearance of new faces enlivens the anything but exciting rural life of Asahigaoka.

Non Non Biyori Nonstop leisurely walks back into the lives of Hotaru Ichijou, Komari Koshigaya, Natsumi Koshigaya, and Renge Miyauchi as they fully embrace their rural lifestyles and turn anything they find into nothing but fun!"
30,Neon Genesis Evangelion,"Action, Avant Garde, Award Winning, Drama, Sci-Fi, Suspense",TV,26.0,Finished Airing,1995-10-04T00:00:00+00:00,1996-03-27T00:00:00+00:00,24 min per ep,8.36,1155980.0,233.0,PG-13 - Teens 13 or older,"Gainax, Tatsunoko Production","TV Tokyo, Kadokawa Shoten, Nihon Ad Systems, Audio Tanaka",https://cdn.myanimelist.net/images/anime/1314/108941l.jpg,,"Fifteen years after a cataclysmic event known as the Second Impact, the world faces a new threat: monstrous celestial beings called Angels invade Tokyo-3 one by one. Mankind is unable to defend themselves against the Angels despite utilizing their most advanced munitions and military tactics. The only hope for human salvation rests in the hands of NERV, a mysterious organization led by the cold Gendou Ikari. NERV operates giant humanoid robots dubbed ""Evangelions"" to combat the Angels with state-of-the-art advanced weaponry and protective barriers known as Absolute Terror Fields.

Years after being abandoned by his father, Shinji Ikari, Gendou's 14-year-old son, returns to Tokyo-3. Shinji undergoes a perpetual internal battle against the deeply buried trauma caused by the loss of his mother and the emotional neglect he suffered at the hands of his father. Terrified to open himself up to another, Shinji's life is forever changed upon meeting 29-year-old Misato Katsuragi, a high-ranking NERV officer who shows him a free-spirited maternal kindness he has never experienced.

A devastating Angel attack forces Shinji into action as Gendou reveals his true motive for inviting his son back to Tokyo-3: Shinji is the only child capable of efficiently piloting Evangelion Unit-01, a new robot that synchronizes with his biometrics. Despite the brutal psychological trauma brought about by piloting an Evangelion, Shinji defends Tokyo-3 against the angelic threat, oblivious to his father's dark machinations."
59636,Umamusume: Cinderella Gray,"Drama, Sports",TV,13.0,Currently Airing,2025-04-06T00:00:00+00:00,2025-06-29T00:00:00+00:00,23 min per ep,8.35,4707.0,246.0,PG-13 - Teens 13 or older,CygamesPictures,"TBS, Universal Music Japan, Cygames, Bit grooove promotion, Happinet Media Marketing",https://cdn.myanimelist.net/images/anime/1626/148097l.jpg,https://www.youtube.com/watch?v=Gw8j8-m1gVk,A spin-off title of the Uma Musume project by Cygames. It follows Oguri Cap through her time at Kasamatsu Training Center Academy and on her journey of becoming a legendary
59636,Umamusume: Cinderella Gray,"Drama, Sports",TV,13.0,Currently Airing,2025-04-06T00:00:00+00:00,2025-06-29T00:00:00+00:00,23 min per ep,8.35,4707.0,246.0,PG-13 - Teens 13 or older,CygamesPictures,"TBS, Universal Music Japan, Cygames, Bit grooove promotion, Happinet Media Marketing",https://cdn.myanimelist.net/images/anime/1626/148097l.jpg,https://www.youtube.com/watch?v=Gw8j8-m1gVk,A spin-off title of the Uma Musume project by Cygames. It follows Oguri Cap through her time at Kasamatsu Training Center Academy and on her journey of becoming a legendary
55809,Renegade Immortal,"Action, Adventure, Fantasy",ONA,128.0,Currently Airing,2023-09-25T00:00:00+00:00,,25 min per ep,8.35,1823.0,249.0,PG-13 - Teens 13 or older,BUILD DREAM,Tencent Video,https://cdn.myanimelist.net/images/anime/1289/149708l.jpg,,"Wang Lin is a very smart boy with loving parents. Although he and his parents are shunned by the rest of their relatives, his parents have always held high hopes that he will one day achieve greatness. One day, Wang Lin suddenly gained the chance to walk the path of an immortal but found that he only had mediocre talent at best. Watch Wang Lin as he breaks through his lack of talent and walks the path towards becoming a real immorta"
53540,Detective Conan Movie 26: Black Iron Submarine,"Action, Mystery",Movie,1.0,Finished Airing,2023-04-14T00:00:00+00:00,,1 hr 49 min,8.35,8042.0,243.0,PG-13 - Teens 13 or older,TMS Entertainment,"Shogakukan-Shueisha Productions, Yomiuri Telecasting, TOHO, Nippon Television Network, Shogakukan",https://cdn.myanimelist.net/images/anime/1138/133101l.jpg,https://www.youtube.com/watch?v=YKx9O6qsG-E,"This time's location is set in the sea near the Hachijo-jima island, Tokyo. Engineers from around the world have gathered for the full-scale operation of ""Pacific Buoy,"" an offshore facility to connect security cameras owned by the worldwide police forces. A test of a certain ""new technology"" based on a face recognition system is underway there.

Meanwhile, Conan and the Detective Boys visit Hachijo-jima at Sonoko's invitation and receive a phone call from Subaru Okiya informing them that a Europol employee was murdered in Germany by the Black Organization's Jin.

Conan, who is disquieted, sneaks into the facility and finds that a female engineer has been kidnapped by the Black Organization...! Furthermore, a USB drive containing certain information in her possession ends up in the hands of the organization... A black shadow also creeps up on Ai Haibara ...

(So"
9617,K-ON! The Movie,"Award Winning, Comedy",Movie,1.0,Finished Airing,2011-12-03T00:00:00+00:00,,1 hr 50 min,8.35,203581.0,239.0,PG-13 - Teens 13 or older,Kyoto Animation,"Pony Canyon, Animation Do",https://cdn.myanimelist.net/images/anime/5/76233l.jpg,https://www.youtube.com/watch?v=f-_BPUz-Rxs,"Graduation looms for the founding members of the Light Music Club. With only a few precious weeks of school left, the girls decide to make the most of it and plan a trip abroad. Hawaii, New York, Dubai—many destinations are suggested, but after a little help from the club's precious pet turtle, Ton-chan, London is chosen as the host of their next misadventure!

Yui Hirasawa, Mio Akiyama, Tsumugi Kotobuki, Ritsu Tainaka, and Azusa Nakano will visit famous landmarks, perform live music for Londoners, and eat all sorts of delicious food, all while stumbling clumsily from place to place. But the fun won't last forever, as heartfelt songs and goodbyes will be made as their high school days together come to a close. One thing is for certain though: the undeniable friendships these girls have formed is something that will carry on long after the final scene rolls."
39547,My Teen Romantic Comedy SNAFU Climax!,"Comedy, Romance",TV,12.0,Finished Airing,2020-07-10T00:00:00+00:00,2020-09-25T00:00:00+00:00,24 min per ep,8.35,434368.0,250.0,PG-13 - Teens 13 or older,feel.,"Marvelous Entertainment, TBS, Movic, Delfi Sound, NBCUniversal Entertainment Japan",https://cdn.myanimelist.net/images/anime/1958/107912l.jpg,https://www.youtube.com/watch?v=UsJUP98qr1M,"Resolved to become a more independent person, Yukino Yukinoshita decides to smoothen things out with her parents, and the first step toward achieving that goal is to prove herself.

As graduation draws closer for the third-year students, Iroha Isshiki—the president of the student council—requests a graduation prom in collaboration with the Volunteer Service Club. Yukino accepts this request of her own volition, hoping to use it as a chance to demonstrate her self-reliance, but what lies ahead of her may prove to be a hard hurdle to cross.

Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan revolves around the graduation prom as emotions are poured into the preparations for the event. At the same time, a chance for the Volunteer Service Club members to better understand each other presents itself. And thus, Hachiman Hikigaya's hectic and bittersweet high school life begins to draw to a close."
49458,KonoSuba: God's Blessing on This Wonderful World! 3,"Adventure, Comedy, Fantasy",TV,11.0,Finished Airing,2024-04-10T00:00:00+00:00,2024-06-19T00:00:00+00:00,23 min per ep,8.35,202761.0,242.0,PG-13 - Teens 13 or older,Drive,"Half H.P Studio, Nippon Columbia, 81 Produce, Sammy, Kadokawa",https://cdn.myanimelist.net/images/anime/1758/141268l.jpg,https://www.youtube.com/watch?v=Meo3mO98huE,"Kazuma Satou, former NEET and current reincarnated adventurer, finally returns home after the incident at the Crimson Demon village. He is joined by his ever-reliable companions: self-absorbed goddess Aqua, one-trick pony arch-wizard Megumin, and masochistic crusader Lalatina Ford ""Darkness"" Dustiness. Following their recent exploits, the party is one step closer to vanquishing the Demon King and his armies—a terrifying task that Kazuma is eager to ignore for as long as possible. Things, however, are not going as smoothly as the group would like; they are constantly racking up debt, getting sidetracked during missions, and falling into traps due to their recklessness and eccentricities.

As the party struggles with their perennial issues, they receive an invitation from a princess interested in hearing tales of the group's ""heroic"" deeds. Darkness' pleas to refuse the invitation only fire the others up to accept it, marking the start of yet another uncanny adventure with unforeseen consequences."
572,Nausicaä of the Valley of the Wind,"Adventure, Award Winning, Drama, Fantasy",Movie,1.0,Finished Airing,1984-03-11T00:00:00+00:00,,1 hr 57 min,8.35,249633.0,240.0,PG-13 - Teens 13 or older,Topcraft,Omnibus Promotion,https://cdn.myanimelist.net/images/anime/10/75914l.jpg,https://www.youtube.com/watch?v=6zhLBe319KE,"A millennium has passed since the catastrophic nuclear war named the ""Seven Days of Fire,"" which destroyed nearly all life on Earth. Humanity now lives in a constant struggle against the treacherous jungle that has evolved in response to the destruction caused by mankind. Filled with poisonous spores and enormous insects, the jungle spreads rapidly across the Earth and threatens to swallow the remnants of the human race.

Away from the jungle exists a peaceful farming kingdom known as the ""Valley of the Wind,"" whose placement by the sea frees it from the spread of the jungle's deadly toxins. The Valley's charismatic young princess, Nausicaä, finds her tranquil kingdom disturbed when an airship from the kingdom of Tolmekia crashes violently in the Valley. After Nausicaä and the citizens of the Valley find a sinister pulsating object in the wreckage, the Valley is suddenly invaded by the Tolmekian military, who intend to revive a dangerous weapon from the Seven Days of Fire. Now Nausicaä must fight to stop the Tolmekians from plunging the Earth into a cataclysm which humanity could never survive, while also protecting the Valley from the encroaching forces of the toxic jungle."
2251,Baccano!,"Action, Mystery, Supernatural",TV,13.0,Finished Airing,2007-07-27T00:00:00+00:00,2007-11-02T00:00:00+00:00,24 min per ep,8.35,392314.0,236.0,R - 17+ (violence & profanity),Brain's Base,"Aniplex, Movic",https://cdn.myanimelist.net/images/anime/3/14547l.jpg,https://www.youtube.com/watch?v=W5bn87yvh_g,"During the early 1930s in Chicago, the transcontinental train, Flying Pussyfoot, is starting its legendary journey that will leave a trail of blood all over the country. At the same time in New York, the ambitious scientist Szilard and his unwilling aide Ennis are looking for missing bottles of the immortality elixir. In addition, a war between the mafia groups is getting worse. On board the Advena Avis, in 1711, alchemists are about to learn the price of immortality.

Based on the award-winning light novels of the same name, Baccano! follows several events that initially seem unrelated, both in time and place, but are part of a much bigger story—one of alchemy, survival, and immortality. Merging these events together are the kindhearted would-be thieves, Isaac and Miria, connecting various people, all of them with their own hidden ambitions and agendas, and creating lifelong bonds and consequences for everyone involved."
